,Date,Time,Username,Message,sentiment_label
260,2025-02-06,10:52:43,Andi Sam,investigasi tempo jokowi prabowo ganti kapolri ! !,neutral
261,2025-02-03,09:08:59,Surjanto,jabar milik perorangan ! dedi mulyadi tambang ilegal jawa barat ditutup !,neutral
262,2025-02-01,08:15:54,Drg Nurbaedah,jadwal sholat jakarta,neutral
263,2025-02-02,16:45:49,SUDJANA,jagalah sholat subuhmu kesehatan meraih rezeki,positive
264,2025-02-03,11:14:10,Alqud,james riady is the real,neutral
265,2025-02-16,13:49:56,H. Marlan,jngn berharap ps bnyk wkt zaman orba ?,negative
266,2025-02-15,21:58:47,OM GENG,jngn hp berjalan berhenti sebentar,neutral
267,2025-02-14,00:12:14,Surjanto,joko widodo nadien makarim berhasil menghancurkan sistem pendidokan nasional,neutral
268,2025-02-14,09:31:58,H. Marlan,jokowi berencana bikin partai bocoran namanya !,neutral
269,2025-02-16,18:55:17,H. Marlan,jokowi bikin hancur prabowo melanjutkan,negative
270,2025-02-12,19:46:44,H. Marlan,jokowi menjual kedaulatan negara g dihukum mati suangat membahayakan kedaulatan bangsa negara bener bener bubar negri jokowi dihukum mati berubah nkri versi jokowi n oligarki negara komunis republik indonecina,negative
271,2025-02-01,14:43:07,P. Bibit,jokowi presiden,positive
272,2025-02-03,09:00:03,Surjanto,jongos buzzer penjual negara halal darahnya,positive
273,2025-02-02,19:33:43,H. Marlan,jongos oligarki semangat lakukan kejahatan lesu lawan kezaliman ?,negative
274,2025-02-13,21:51:37,Asp Andy,jual kebun,positive
275,2025-02-16,10:23:53,Asp Andy,jual murah kebun buah buahan jambu kristal jeruk duren musang king alpukat,positive
276,2025-02-05,09:03:29,Surjanto,jutaan rakyat msh dibikin sengsara bgmn kabinet bowo ? ? ! ! !,negative
277,2025-02-03,12:01:59,aahoy836,kabar ! unhan buka pendaftaran lulusan smasmk 128 februari 2025,neutral
278,2025-02-06,08:15:30,OM GENG,kabar buruk ambil hikmahnya,negative
279,2025-02-12,19:14:38,Surjanto,kabar malam,neutral
280,2025-02-07,07:04:07,H. Marlan,kabar terkini jumat 7 feb 2025,neutral
281,2025-02-15,21:50:56,Herman Pjt,kadang sekenario politik nm cantik maenbrantas koruppecat pejabat korup,negative
282,2025-02-13,23:22:20,H. Marlan,kades kohod akui palsukan dokumen aguan mengelak pagar laut pik 2 kriminal,neutral
283,2025-02-13,11:31:31,Bang Yusuf || Muhibbin,kado bank sampang raih predikat the best infobank,neutral
284,2025-02-07,05:32:56,Sri Rahayu,kaleng berbunyi kosong isinya,negative
285,2025-02-01,06:12:08,ismid manar53,kaligrafi tsb diatas tandatanda kebesarannya tuhan maha kuasa kerajaannya meliputi 7 lapis langit 7 lapis bumi ! !,positive
286,2025-02-09,08:14:16,Rahman Alkadzim,kantor arsip humas kementerian atr bpn kebakaran upaya penyelamatan mafia tanah darat dilaut ?,neutral
287,2025-02-09,22:58:52,H. Marlan,kantor menteri atrbpn dibakar ? khozinudin operasi penyelamatan aguan anthony salim,neutral
288,2025-02-10,17:22:48,aahoy836,kantor pajak keluarkan himbauan pemilik npwp kesempatan 31 maret 2025,neutral
289,2025-02-15,00:16:55,Munawari,kapal induk raksasa korup,negative
290,2025-02-06,17:37:41,Davip Maldian,kapolri prabowo keras segan tindak aparat membelot negara rakyat,negative
291,2025-02-03,21:07:38,Surjanto,kau rasis radikal toleransi senjata kaum komunis memutar balikan fakta kelakuan lakukan ! ! !,negative
292,2025-02-12,19:27:09,Surjanto,kawal persidangan pagar laut 2 minggu,neutral
293,2025-02-11,22:20:01,H. Marlan,kayak ngak orang pintar tni polri ngerti pertahanan ngabisin uang rakyat,negative
294,2025-02-04,13:22:47,OM GENG,kayu bakar bakar ksih kebijakan botol bodoh tolol,negative
295,2025-02-10,21:03:59,Satrio PAMBUKANING Projo,kbr 2,neutral
296,2025-02-02,15:59:00,Munawari,kebakaran los angeles padam sebulan 30 tewas kerugian rp4481 triliun,neutral
297,2025-02-04,15:54:24,musashimono1106,kebanyakan makan sate cecurut,negative
298,2025-02-14,23:08:24,OM GENG,kebiadaban lakukan israel,negative
299,2025-02-03,21:29:05,Surjanto,kebusukan pik 2 aguan anthoni salim jokowie terkuak rakyat intimidasi preman 2 aparat ternakan mulyono ! ?,negative
300,2025-02-07,01:07:07,Munawari,keder,negative
301,2025-02-03,01:41:11,OM GENG,kegiatan muslimah gaza masjid tenda,neutral
302,2025-02-15,17:58:02,Junaidi Kasim,kegunaanya mencium patung naga burung garu da masuk akalkrn lambang negara patung nagabenar 2 negara negara konoha,positive
303,2025-02-10,18:48:26,OM GENG,kehidupan pelaut,negative
304,2025-02-14,13:13:02,aahoy836,kehilangan uang 14 aplikasi terbukti kuras rekening,neutral
305,2025-02-15,22:16:49,Didedoank,kejadian,negative
306,2025-02-09,08:41:43,Surjanto,kejahatan lingkungan proyek pik 2 psn pelanggaran amdal dampaknya,negative
307,2025-02-05,13:57:08,B@nk'iM@d's,kejar target biar cungkring tanda tangani,negative
308,2025-02-01,10:40:21,Surjanto,kekacauan tanah,negative
309,2025-02-14,22:42:41,OM GENG,kekejian israel,negative
310,2025-02-15,10:36:15,Burhand,kelakuan parcok v i r a l a n biar kapolri lihat kelakuan bawahannya,negative
311,2025-02-08,11:46:15,Aby Ceceng Erdin,kemarin memperpanjang synk mobil blm aturan tetep,neutral
312,2025-02-12,01:03:33,i MANS ulistiyo,kembalian pajak diserahkanseribulima ribu x kn ratusan mengantongi 200 ribu sehari,neutral
313,2025-02-05,19:26:55,aahoy836,kemendes pdt terbitkan kebijakan 2025 kepala desa seindonesia taat,neutral
314,2025-02-14,18:27:44,aahoy836,kementerian atrbpn buka lapangan kerja 19 februari 2025,neutral
315,2025-02-15,13:26:03,aahoy836,kementerian atrbpn buka lapangan kerja 19 februari 2025 posisinya,neutral
316,2025-02-12,12:29:23,aahoy836,kementerian atrbpn keluarkan himbauan pemilik sertifikat tanah versi lamafisik indonesia,neutral
317,2025-02-05,12:53:32,aahoy836,kementerian keuangan ri buka lowongan kerja 9 februari 2025,neutral
318,2025-02-08,11:14:22,aahoy836,kemudahan !,positive
319,2025-02-11,13:34:29,Asp Andy,kepemimpinan global persamaan persaudaraan kemanusiaan perdamaian,neutral
320,2025-02-10,22:20:17,aahoy836,kepolisian turun lapangan,neutral
321,2025-02-01,19:08:24,Davip Maldian,keras prabowo ingatkan bintangbintang pundak jenderal singgung tni polisi gagal,neutral
322,2025-02-04,17:42:11,Dessy,kerjaannya bahlul orang jokowi hrs dipecat layak era prabowo,negative
323,2025-02-04,21:04:34,Ian,khawatir fokus fikirkanlah nasib rakyat banten dirampas tanahnya pik 2 milik aguan anthoni salim,negative
324,2025-02-01,07:28:37,OM GENG,khusus umat islam berakal sehat bersikap dewasa,neutral
325,2025-02-16,19:47:26,OM GENG,kisah kucing tinggal sahabatnya,neutral
326,2025-02-09,01:48:16,Nur,kkaq,positive
327,2025-02-13,20:06:02,Didik Supriadi,klb gerindra pengurus dpd indonesia sepakat prabowo subianto formatur tunggal,neutral
328,2025-02-01,13:18:23,Ustadz AYA,klik link artikel,neutral
329,2025-02-02,22:36:05,yusri,komen nkri undang undang dihukum mati penghianat negeri baikpun pembelanya baikpun jaksanya dihukum mati berubah nkri kitamerdeka,negative
330,2025-02-10,20:00:24,"Cahyadi, SH RFP",konoha penghianat nyakayanya gak berani rakyatnya,negative
331,2025-02-10,19:35:17,OM GENG,konsisten latihan menerus,positive
332,2025-02-01,16:53:11,Davip Maldian,kontradiksi presiden pprabowo,neutral
333,2025-02-12,19:04:19,Surjanto,kontrol tensimu,positive
334,2025-02-05,21:22:57,OM GENG,konvoi gas kilo,neutral
335,2025-02-03,09:27:16,Surjanto,koplak,negative
336,2025-02-15,15:48:55,musashimono1106,korbankok yakan mengorbankan warganya,negative
337,2025-02-07,21:25:14,aahoy836,korlantas polri umumkan aturan maret 2025 wajib miliki buku kendaraan,neutral
338,2025-02-03,09:23:54,Surjanto,koruptor wajib ditangkap diadili,negative
339,2025-02-12,20:56:58,OM GENG,kota indonesia indomart alfa mart,neutral
340,2025-02-03,15:27:38,hitam putih,kotak suara pake kardus gembok gayanya serba internet,neutral
341,2025-02-03,18:26:17,aahoy836,ktp digital 2025 langsung hp simak,neutral
342,2025-02-12,16:44:29,Asp Andy,kumpulan mekanik senior,neutral
343,2025-02-15,01:05:30,OM GENG,kumpulkan donasi palestina tembus rp13 miliar !,neutral
344,2025-02-04,06:35:58,ADE EVANA,ky jaman ngantri minyak tanah skrng ngantri gas rasain milih pemerintah skrng rakyat susah,negative
345,2025-02-05,23:25:06,Davip Maldian,lagu oligarki kkn,negative
346,2025-02-06,17:37:44,Davip Maldian,lagu tni,neutral
347,2025-02-10,11:30:48,aahoy836,lamar !,negative
348,2025-02-05,22:37:58,Munawari,langit gunung belom dijual,negative
349,2025-02-04,16:24:55,AHS,langka elpiji,negative
350,2025-02-04,15:46:21,M. A. Ungggul B. M. I,langkanya gas melon sbg pengalihan psn pik 2 aguan,neutral
351,2025-02-13,12:40:39,aahoy836,langsung diterima !,positive
352,2025-02-16,09:43:47,Surjanto,laskar imad begal nasab bubar sembunyi kantor polisi takut dikepruki warga kuningan laskar fpi,negative
353,2025-02-03,05:46:38,H. Marlan,laut ditemukan hgu kawasan hutan bukti oligarki menguasai tanah negeri,neutral
354,2025-02-13,12:33:36,Anton,lawan jolim,negative
355,2025-02-08,13:32:26,Didedoank,lawan musuhyg salah,negative
356,2025-02-09,08:25:37,Surjanto,lengkaplah kebobrokan hukum negeri jahanam biadab laknat ! ! !,negative
357,2025-02-09,16:03:31,H. Marlan,likescribe share,neutral
358,2025-02-02,17:41:23,Davip Maldian,live nenek awe 2 warga rempang tersangka menolak proyek strategis nasional,neutral
359,2025-02-16,08:13:09,Affandy Ridwan,live streaming,neutral
360,2025-02-14,08:09:49,Surjanto,loh impor jenderal ? ri impor gula 200 ribu ton cadangan pangan,neutral
361,2025-02-06,11:18:51,Ramli Putra,lokasi,neutral
362,2025-02-03,17:59:08,aahoy836,loker ! tersedia 84 posisi s1 jurusan persyaratannya !,neutral
363,2025-02-07,11:28:39,aahoy836,lowongan kerja berpengalaman 13 fresh graduate lamaran dibuka 20 februari 2025,neutral
364,2025-02-01,23:50:49,aahoy836,lowongan kerja februarimaret 2025,neutral
365,2025-02-10,23:14:14,aahoy836,lowongan kerja sarjana,neutral
366,2025-02-14,12:25:02,aahoy836,lowongan kerja terbuka !,neutral
367,2025-02-04,19:46:34,aahoy836,lowongan terbaru !,neutral
368,2025-02-05,20:12:21,Munawari,luasnya daratan cina ubah gurun pasir las vegas goblok nemen uteke,negative
369,2025-02-04,09:44:05,M. A. Ungggul B. M. I,lucuuuuuu negeri mu lucuuuuu ! !,positive
370,2025-02-09,08:34:12,Surjanto,luhut hendro mega jokowi penyebab kehancuran bangsaku,neutral
371,2025-02-09,21:08:10,H. Marlan,luhut rp 500 triliun anggaran bansos separuh tangan berhak ?,neutral
372,2025-02-01,16:49:48,aahoy836,lulusan smksma dibutuhkan bank bsi penempatannya,neutral
373,2025-02-03,08:10:45,Suparno ESEMJE,mafia hukum narkoba korupsi perkacungan merajalela,negative
374,2025-02-09,11:43:36,Anton,main tendang 2,negative
375,2025-02-15,19:20:48,SUDJANA,makan menjaga kesehatan,positive
376,2025-02-16,13:49:53,H. Marlan,maksudnya cita 2 ps terlaksana presiden,positive
377,2025-02-01,03:08:09,OM GENG,mall terbaru milik umat islam,positive
378,2025-02-03,14:09:14,Junaidi Kasim,mampus negara antek 2 zionis yahudi laknatulla h smg allah swt menuru nkan bencana bg negara 2 memusuhi umat islam,negative
379,2025-02-07,16:56:51,SUDJANA,manfaat kelapa hijau,positive
380,2025-02-07,19:37:57,aahoy836,manfaatkan pemutihan pajak 3 maret 2025,neutral
381,2025-02-04,23:40:44,Surjanto,mang oyo,positive
382,2025-02-05,09:41:18,Surjanto,mantan mentri agraria tata ruangkepala badan pertanahan nasional hadi cahyanto proyek raksasa kumis tebal perampasan tanah tanah rakyat paksa bantuan aparataparat desa jajarannya budakbudak pengembang proyek pik 2 mengaku pemasangan pagar laut penerbitan shgb shm era kepemimpinannya wakilnya antoni jajuli partai psi jokjok akal eluh anak buah luh ikutan garong harta kekayaan negara dasar penghianat begundel sial dangkalan,negative
383,2025-02-07,19:02:41,OM GENG,manusia vs robocop,negative
384,2025-02-12,23:01:07,Surjanto,marah y mendumung cina 2 sipit kafir komunis mendirikan indocina warisan anak cucu kedepan ! ! !,negative
385,2025-02-14,11:01:03,"Cahyadi, SH RFP",masuk p eko,neutral
386,2025-02-01,23:35:30,Supriyadi,masya allah allahu akbar,positive
387,2025-02-12,08:17:49,Satrio PAMBUKANING Projo,masyarakat luas pesimis kpk mandul menghadapi pidsus kejagung jawabannya menelusuri menunggu laporan masy percaya duga kohar andai uang aman aman era apapun tingkahnya pejabat uang fantastis aman terkendali uang duga genk masak sesana jeruk minum jeruk aman membuktikan percaya,negative
388,2025-02-11,03:09:31,Barmawi.ar ___,masyarakat menjempit paksa kediamannya tangkap adili,negative
389,2025-02-07,05:35:39,Sri Rahayu,matanya sipit tengok tu wercok,negative
390,2025-02-16,12:26:50,Alqud,mbg makan bergizi gratis,positive
391,2025-02-13,22:10:25,Sri Rahayu,melawan ketidakadilan melawan penjajah cina hrs digaungkan,negative
392,2025-02-07,18:20:30,OM GENG,melayani ikhlas,positive
393,2025-02-13,18:38:09,H. Marlan,memanfaatkan kebodohan ummat,negative
394,2025-02-13,11:39:33,Mia Rahmawati,memangnya rumahmobilatau motor dicicil sapi,neutral
395,2025-02-06,11:58:48,dadan,membahayakan prabowo,negative
396,2025-02-01,15:05:37,Mia Rahmawati,membutuhkan,negative
397,2025-02-03,11:53:14,Surjanto,menciptakan gangster indonesia cina,negative
398,2025-02-11,20:03:43,Munawari,mencla mencle gak gabung ijazah palsu menang keok this message was edited,negative
399,2025-02-16,09:12:16,ismid manar53,mengaku umat beriman tyme allah alloh swt dengarkan simaklah 2 pidato presiden usa donald trump menjadikan ghaza timur neraka lautan api los angeles ! ! ! ?,neutral
400,2025-02-09,16:12:04,H. Marlan,mengerikan garong uang rakyat dana csr bi mengalir komisi xi dpr,negative
401,2025-02-10,14:25:11,Asp Andy,mengunjungi melayani,positive
402,2025-02-06,14:13:39,adam firdaus,menimbang keuntungan kerugian psn pik 2,neutral
403,2025-02-02,22:35:50,Davip Maldian,menindas rakyat menjajah rakyat,negative
404,2025-02-03,12:10:26,Dessy,menitipkan bicaranya berubah gaya dasar pengkhianat,negative
405,2025-02-07,09:55:31,yusri,menteri era goblok goblok fungsi tujuan bernegara ngk paham dikerjain ngk ngk,negative
406,2025-02-12,08:45:28,Alqud,menteri esdm bahlil peraturan kontroversi umkm membeli gas elpiji 3 kg izin usaha,neutral
407,2025-02-09,20:48:29,H. Marlan,menteri sekretaris negara mensesneg prasetyo hadi buka suara isu reshuffle kabinet merah putih mencuat isu berkembang presiden prabowo subianto menindak menteri bandel patuh,neutral
408,2025-02-12,17:11:35,Surjanto,menteri tito karnavian lantik 2 jenderal polisi kemendagri total 4 perwira polri kementrian negeri,neutral
409,2025-02-13,18:56:56,OM GENG,menyembuhkan saraf kejepit,positive
410,2025-02-16,19:13:39,OM GENG,mesin potong rumputnya robot pakai sensor,neutral
411,2025-02-12,13:13:07,aahoy836,metode pendaftaran bansos lansia 2025,neutral
412,2025-02-06,21:20:33,aahoy836,metode tilang 2025,neutral
413,2025-02-08,16:20:02,aahoy836,metode tilang 2025,neutral
414,2025-02-16,17:59:45,Didik Supriadi,mha phri kompak prabowo tinjau ulang pemangkasan anggaran perjalanan dinas,neutral
415,2025-02-16,17:59:47,Didik Supriadi,mha phri kompak prabowo tinjau ulang pemangkasan anggaran perjalanan dinas,neutral
416,2025-02-01,11:24:55,musashimono1106,minuman ringan murah beredar diwarung kampung bpom menguji kelayakan minuman berkala random,neutral
417,2025-02-12,22:22:57,H. Marlan,miris ! ! prabowo pisahkan jokowi prabowo bonekanya jokowi,negative
418,2025-02-02,10:19:28,H. Marlan,miris ironis ! ! ! advokat ahmad khozinudin bela rakyat banten dipersekusi,negative
419,2025-02-12,14:05:30,H. Marlan,mitosmitos prabowo berdalih strategi dibenarkan ?,neutral
420,2025-02-05,23:50:55,Bang Yusuf || Muhibbin,mk tolak gugatan mandat jadwal pelantikan jimad sakteh,neutral
421,2025-02-06,17:10:09,Surjanto,mmg bener rau wajahnya cino nyasatu muldoko tu cino tetangganya msh crt medsoshancur kelicikan cino pribumi mudah disogok ktnya diajak kerjasama tipu muslihat cinodulu mualaf cino bernama syaifudin el islami ceramahnya ktnya percaya kt2 manis cina bkn islamkrn cino kafir menjlnkan tau halal haramsmua dihantam cina islam mk tau,negative
422,2025-02-07,19:09:13,OM GENG,mobil balap terbang pengemudinya handal,positive
423,2025-02-08,21:26:31,aahoy836,model ijazah 2025,neutral
424,2025-02-10,21:03:53,Satrio PAMBUKANING Projo,modus operandi kepala dinas pupr tim ppk melibatkan barjad kong kalikong proyek laporan progres dianggap selesai 100 bayar komplet proses tender atur kelebihan bayar kontraktor,neutral
425,2025-02-03,08:54:08,Sujarto,mohon lanjutkn putus blm mengena,neutral
426,2025-02-11,11:54:00,OM GENG,motivasi hr pagi,neutral
427,2025-02-02,02:31:28,Davip Maldian,muannas alaidid isu pagar laut dipolitisasi pendukung anies said didu,neutral
428,2025-02-14,04:53:01,P. Bibit,mubazzier temannya jokowi,neutral
429,2025-02-15,18:48:09,aahoy836,mudah cepat ! perpanjangan stnk 5 tahunan kantor samsat !,neutral
430,2025-02-05,19:00:23,aahoy836,mudah gratis ! pengecer sub pangkalan lpg 3 kg indonesia,neutral
431,2025-02-11,20:03:41,H. Marlan,mulyono joko dog berusaha cuci tangan melarikan mangkrak hancurnya proyek ikn,neutral
432,2025-02-09,08:31:56,Surjanto,mulyono mulyono,neutral
433,2025-02-15,11:55:09,aahoy836,mum buka loker 28 februari 2025 posisinya,neutral
434,2025-02-06,13:24:52,Helmy As'ad,nama arrad guruh petir bahasa arab,neutral
435,2025-02-01,22:08:24,Sri Rahayu,namanya keberlanjutan y lh program ny jokoplak,neutral
436,2025-02-12,20:24:01,Kang TeJE,namanya tukang obat,negative
437,2025-02-08,11:16:49,Davip Maldian,nasehat dukun politik,negative
438,2025-02-10,16:22:11,Didik Supriadi,nekad melawan pencuri motor tewas gebuk,negative
439,2025-02-14,22:23:12,OM GENG,nenek kaya hidupnya bersahaja,positive
440,2025-02-14,00:16:01,Surjanto,ngaji akhlaq,positive
441,2025-02-16,15:57:22,OM GENG,ngejar target 20 rb,neutral
442,2025-02-04,21:47:10,DEDI SIREGAR,ngerih kali,negative
443,2025-02-12,01:04:50,i MANS ulistiyo,ngga canggih 2yg canggih ngga pakai ijasah,negative
444,2025-02-15,16:01:42,Munawari,ngumpet duluan korban,negative
445,2025-02-06,22:47:36,H. Marlan,niat busuk geng solo terungkap mulyono sibuk bikin pengalihan isu,neutral
446,2025-02-01,21:11:07,aahoy836,nik muncul kolom 3 bansos cek !,neutral
447,2025-02-11,22:26:01,H. Marlan,nonaktifkan dirjen migas bahlil buka suara,neutral
448,2025-02-09,17:21:20,H. Marlan,nusron pastikan dokumen hgbhgu hilang kebakaran gedung atrbpn,neutral
449,2025-02-16,12:09:45,H. Marlan,nyanyian lagu terima kasih jokowi menggema hut gerindra prabowo jokowi berjasa,neutral
450,2025-02-15,17:21:41,Detik,nyata ambisi jahat amerika entitas yahudi mencaplok p,negative
451,2025-02-16,12:27:02,Alqud,nyata ps iya,positive
452,2025-02-16,19:06:02,OM GENG,nyemplung kolam basah,negative
453,2025-02-05,17:36:13,Barmawi.ar ___,nyimak rocky gerung,neutral
454,2025-02-04,13:49:46,Detik,oke gas oke gas kau ?,negative
455,2025-02-05,09:05:28,Surjanto,oligarki china ketua partai politik menghancurkan konstitusi negara kedaulatan rakyat,neutral
456,2025-02-05,12:22:22,Mukhtar Hasan,oloooo,positive
457,2025-02-15,23:09:29,Kang TeJE,om andimacan udah takut suara mobil smk,negative
458,2025-02-05,21:08:14,Munawari,omon omon doang,negative
459,2025-02-16,13:45:55,H. Marlan,omonomon internasional adili jokowi !,neutral
460,2025-02-02,12:30:32,H. Marlan,oooo polisi bangsat pengkhianat rakyat lupa manusia seragamnya lupa dibayar pajak rakyat aguan oligarki jokowi,negative
461,2025-02-14,20:50:28,dadan,orang nyebar gini jokowi ngomong belepotan ngomong bahasa asing hadeuh hhhhhh video fake gini sebar 2,negative
462,2025-02-15,05:56:59,H. Marlan,orang prabowo bilang pik proyek perluasan wilayah warga rrc,neutral
463,2025-02-11,15:52:30,aahoy836,panduan lapor !,neutral
464,2025-02-15,17:39:27,aahoy836,panduan lengkap perpanjang sim c 2025 kantor satpas,neutral
465,2025-02-09,18:44:20,H. Marlan,pantesan prabowo bilang menteri ndanleg bandel sidang kabinet gebrak meja,negative
466,2025-02-16,18:55:00,Munawari,pantesan wowo dibunuh,negative
467,2025-02-03,08:39:11,Surjanto,pautan menyertai kumpulan whatsapp,neutral
468,2025-02-09,08:38:41,Surjanto,payah lhoe jokowi emang lhoe alumni mahasiswa ! ! ! alumni ugm alumni ugr universitas gajah rangunan ! ! ! skripsinya berjudul penangkaran gajah afrika ha ha ha ! ! ! ? ? ?,negative
469,2025-02-03,19:38:28,,pebisnis online ?,neutral
470,2025-02-05,09:24:43,Surjanto,pecah kongsi aguan jokowi ?,negative
471,2025-02-05,13:50:59,Asp Andy,peluang sukses,positive
472,2025-02-01,18:56:26,Asp Andy,peluang sukses kaya,positive
473,2025-02-05,20:04:51,aahoy836,pemberitahuan pemilik kendaraan roda 2 4,neutral
474,2025-02-01,16:19:49,aahoy836,pemberitahuan pemilik nik simak baikbaik !,neutral
475,2025-02-11,12:26:55,aahoy836,pemberitahuan siswa sd smp smasmk,neutral
476,2025-02-08,12:16:22,aahoy836,pemerintah ambil langkah camat kepala desa seindonesia,neutral
477,2025-02-03,21:05:19,aahoy836,pemerintah kemudahan umkm utang rp 500 juta bayar,neutral
478,2025-02-12,11:26:36,aahoy836,pemerintah kota luncurkan program dana 2025 masingmasing rw rp 300 juta,neutral
479,2025-02-07,23:55:30,aahoy836,pemerintah lakukan pembatalan besarbesaran sertifikat hgb shm 2025,neutral
480,2025-02-10,16:04:02,aahoy836,pemerintah luncurkan program 2025,neutral
481,2025-02-02,22:35:45,Davip Maldian,pemerintah menindak rakyat,negative
482,2025-02-13,16:51:44,aahoy836,pemerintah provinsi keluarkan terbaru larangan penggunaan lpg 3 kg asn,neutral
483,2025-02-11,11:41:46,aahoy836,pemerintah resmi luncurkan program anak lansia hamil indonesia,neutral
484,2025-02-15,18:09:13,aahoy836,pemerintah ri luncurkan tol gratis 2025,neutral
485,2025-02-15,16:28:29,aahoy836,pemerintah swasta luncurkan program mudik gratis lebaran 2025,neutral
486,2025-02-14,19:44:20,aahoy836,pemerintah umumkan aturan bansos 2025 penerima berpotensi berubah,neutral
487,2025-02-15,20:52:08,aahoy836,pemerintah umumkan kabar gembira berumur 18 59,neutral
488,2025-02-11,12:52:55,aahoy836,pemilik npwp ktp kartu keluarga seindonesia wajib informasi !,neutral
489,2025-02-01,17:29:34,aahoy836,pemilik sertifikat tanah wajib lakukan berdasarkan peraturan nomor 3,neutral
490,2025-02-11,06:30:53,Iwan Setia Badra Adji,pemilik warung menjerit ! terancam proyek tambak udang pantai minajaya sukabumi,neutral
491,2025-02-04,17:59:41,Dessy,peminum minuman haram beralkohol pecat bahlul gunanya dipertahankan peringatan 100 h waspadai bahlul,negative
492,2025-02-06,12:17:50,aahoy836,pemutihan pajak kendaraan 2025 diterapkan cek lokasi daerah,neutral
493,2025-02-04,18:56:31,aahoy836,pemutihan pajak kendaraan resmi diperpanjang april 2025,neutral
494,2025-02-04,16:32:09,musashimono1106,pencitraanklo mentrinya pulang dibilang gasnya habisterus besok harganya dinaikin,negative
495,2025-02-07,22:56:41,aahoy836,pendaftaran kip kuliah 2025 resmi dibuka simak aturan,neutral
496,2025-02-04,22:25:42,Didedoank,pengalihan issue pagar laut 30 gas melon biar lupa berita pagar laut,neutral
497,2025-02-05,11:09:26,AHS,pengalihan isu,negative
498,2025-02-14,16:00:45,aahoy836,pengumuman ! bi mencabut uang rupiah 2025 tukarnya,neutral
499,2025-02-04,15:45:25,aahoy836,pengumuman terbaru pemilik rekening cimb niaga permata bca bni bri mandiri !,neutral
500,2025-02-06,12:54:10,aahoy836,pengumuman terbaru pemilik sertifikat hgb seindonesia,neutral
501,2025-02-01,21:47:29,aahoy836,pengurus osis smpsma indonesia kejutan spesial pemerintah,positive
502,2025-02-11,02:09:47,Sigit,pengusiran orang 2 china indonesia kenegeri leluhurnya ajar 65,neutral
503,2025-02-05,11:14:52,aahoy836,pensiunan pns seindonesia harap perhatikan,neutral
504,2025-02-14,01:57:01,OM GENG,penutup malam,positive
505,2025-02-07,09:11:28,P. Bibit,percaya ijazah palsu ?,negative
506,2025-02-01,16:44:33,Anton,pergudangan dadap kenapalah heboh kali imfonya,negative
507,2025-02-01,13:11:30,dadan,pergudangan dadap pik,neutral
508,2025-02-03,11:14:12,Alqud,periksa aguan ! ! !,neutral
509,2025-02-03,09:09:25,Surjanto,periksa indonesia ! menteri lh segel area reklamasi pagar laut bekasi,neutral
510,2025-02-04,21:50:51,Davip Maldian,peringatan darurat trending istilah pentol tuntutannya ?,neutral
511,2025-02-12,19:10:33,H. Marlan,peringatkan prabowo mesra jokowi faizal assegaf bermain api !,neutral
512,2025-02-01,13:39:40,H. Marlan,peringatkan thn 20124 jokowi lbp hendro agen boneka china kepentingan china acong menguasai total indonesia jadikan jajahan koloni rrc,neutral
513,2025-02-13,15:36:05,B@nk'iM@d's,perintah gubernur aceh dilantik mendagri muzakir manaf hapus sistem qr code spbu,neutral
514,2025-02-06,21:48:38,aahoy836,perintah terbaru 2025,neutral
515,2025-02-08,18:12:46,aahoy836,perintah terbaru 2025,neutral
516,2025-02-06,00:50:34,ismid manar53,perkiraan ramalan spritual berdasarkan nilai leader ship kepemimpinan prabowo subianto memilih kapolri berjiwa ksatria jiwa komando memimpin polri dimasa datangterutama mengembalikan citra polri pengayom pelindung pelayan masyarakat ! !,positive
517,2025-02-16,11:02:05,Surjanto,perlawanan masyarakat ketapang mayoritas suku dayak kalimantan barat wajib perhatikan fahami ditiru rakyat pribumi asli indonesia perlawanan antakantek gerombolan penjilat pantatpantat oligarki china biadab apatarturaparatur negara koruptor penghianat bangsa negara kesatuan republik indonesia gerombolan lawandi hancurkan usir gerombolangerombolan penjilat pantatpantat oligarki china biadab bantu gerombolan jokowi penghianat pembohong penipu koruptor berijazah palsu bersamasama luhut binsar panjaitan,negative
518,2025-02-16,09:12:18,ismid manar53,perlindungan kekuatan tyme allah alloh swt segeralah bentengi 5 titik kelemahan didirinya masingmasing kalimah tauhid laailaaha illalloh ilmu laduni langsung tuhannya corongnya,negative
519,2025-02-06,09:30:44,Junaidi Kasim,permainan raja jawa sbg raja korupsi no 2 dunia takut keseratma ka permainan pengalihan isu 2,negative
520,2025-02-10,05:12:57,Surjanto,pernyataan masukan diatas pemerintahan presiden prabowo subianto caracara polapola pakai rezim pdipjokowi penghianat pendurhaka pembohong penipu berijazah palsu gerombolan penjilat pantatpantat china oligarki china biadab china tiongkok komunis gerombolan berkuasa 10 langsung buktikan hasil kerjakerja peningkatkan kesejahteraan kehidupan masyarakat merata adil lahir bathin kedaulatan bangsa negara sesuai aturanaturan perundangan konstitusi bazerbazer berkoloborasi aparataparat hukum pejabatpejabat lembaga negara gerombolan apdesi gerombolan apdesi sengaja buatdi bentuk alat ujung tombak penghancur bangsa negara kesatuan republik indonesia gerombolan pendurhaka jokowi penghianat budakbudak china perhatikan pendiri susunan kepengurusannya,negative
